flight_sk,flight_id,airline_key,route_key,departure_date_key,departure_ts,arrival_ts,duration_minutes,is_overnight,is_red_eye,departure_hour,was_corrected,correction_reason
243,6F243,2,9,20260419,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,False,False,9,False,
244,6F244,2,28,20260418,2026-04-18 07:07:41.704,2026-04-18 08:31:41.704,84.0,False,False,7,False,
245,6F245,2,12,20260420,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,False,15,False,
246,6F246,2,24,20260419,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False,21,False,
247,6F247,2,19,20260418,2026-04-18 01:27:41.702,2026-04-18 02:45:41.702,78.0,False,True,1,False,
248,6F248,2,19,20260417,2026-04-17 13:25:41.701,2026-04-17 17:36:41.701,251.0,False,False,13,False,
249,6F249,2,22,20260419,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False,20,False,
250,6F251,4,16,20260420,2026-04-20 22:56:41.703,2026-04-20 23:37:41.703,41.0,False,True,22,False,
251,6F252,4,26,20260418,2026-04-18 14:25:41.701,2026-04-18 18:52:41.701,267.0,False,False,14,False,
252,6F253,4,26,20260419,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,False,False,16,False,
253,6F254,4,26,20260420,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,215.0,False,False,14,False,
254,6F255,4,17,20260420,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,214.0,False,False,11,False,
255,6F256,4,7,20260419,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,False,18,False,
256,6F257,4,28,20260418,2026-04-18 16:04:41.704,2026-04-18 19:55:41.704,231.0,False,False,16,False,
257,6F258,4,8,20260417,2026-04-17 13:54:41.703,2026-04-17 16:49:41.703,175.0,False,False,13,False,
258,6F259,4,8,20260420,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,71.0,False,False,14,False,
259,6F260,4,13,20260419,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,False,21,False,
260,6F261,4,13,20260420,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,178.0,False,False,14,False,
261,6F262,4,29,20260419,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,False,True,1,False,
262,6F263,4,19,20260419,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,False,False,7,False,
263,6F264,4,19,20260418,2026-04-18 14:03:41.701,2026-04-18 18:23:41.701,260.0,False,False,14,False,
264,6F265,4,19,20260418,2026-04-18 02:27:41.703,2026-04-18 03:24:41.703,57.0,False,True,2,False,
265,6F266,4,15,20260418,2026-04-18 09:49:41.703,2026-04-18 11:17:41.703,88.0,False,False,9,False,
266,6F267,4,20,20260418,2026-04-18 07:56:41.703,2026-04-18 11:49:41.703,233.0,False,False,7,False,
267,6F268,4,20,20260417,2026-04-17 20:29:41.701,2026-04-17 21:58:41.701,89.0,False,False,20,False,
268,6F269,4,25,20260419,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,False,True,1,False,
269,6F270,4,25,20260420,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,48.0,False,False,18,False,
270,6F271,4,25,20260419,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,False,19,False,
271,6F272,4,25,20260419,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,True,23,False,
272,AI001,1,19,20260418,2026-04-18 19:00:41.700,2026-04-18 22:03:41.700,183.0,False,False,19,False,
273,AI002,1,21,20260419,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,False,False,5,False,
274,AI003,1,4,20260419,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,False,False,13,False,
275,AI004,1,25,20260418,2026-04-18 13:58:41.701,2026-04-18 18:12:41.701,254.0,False,False,13,False,
276,AI005,1,18,20260418,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,47.0,False,False,21,False,
277,AI006,1,6,20260418,2026-04-18 03:04:41.701,2026-04-18 05:54:41.701,170.0,False,True,3,False,
278,AI007,1,29,20260419,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.0,False,True,4,False,
279,AI008,1,7,20260418,2026-04-18 10:43:41.701,2026-04-18 12:43:42.000,120.0,False,False,10,False,
280,AI009,4,18,20260420,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,True,1,False,
281,AI010,1,9,20260419,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,False,False,15,False,
282,AI011,1,12,20260418,2026-04-18 16:58:41.701,2026-04-18 21:01:41.701,243.0,False,False,16,False,
283,AI012,1,7,20260420,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,False,5,False,
284,AI013,1,21,20260419,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,False,True,3,False,
285,AI014,1,25,20260418,2026-04-18 10:24:41.701,2026-04-18 13:51:41.701,207.0,False,False,10,False,
286,AI015,1,2,20260419,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,True,23,False,
287,AI016,1,7,20260418,2026-04-18 14:15:41.701,2026-04-18 18:38:41.701,263.0,False,False,14,False,
288,AI017,1,12,20260418,2026-04-18 05:15:41.701,2026-04-18 08:48:41.701,213.0,False,False,5,False,
289,AI018,1,7,20260418,2026-04-18 13:12:41.701,2026-04-18 18:04:41.701,292.0,False,False,13,False,
290,AI019,1,7,20260420,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,False,False,10,False,
291,AI020,4,6,20260419,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,True,3,False,
292,AI021,1,19,20260417,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,True,False,21,False,
293,AI022,1,10,20260419,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,False,True,3,False,
294,AI023,1,21,20260419,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,False,False,6,False,
295,AI024,1,27,20260419,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,False,18,False,
296,AI025,1,24,20260420,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,145.0,False,False,14,False,
297,AI026,1,17,20260418,2026-04-18 14:14:41.701,2026-04-18 15:13:41.701,59.0,False,False,14,False,
298,AI027,1,10,20260418,2026-04-18 19:41:41.701,2026-04-18 23:23:41.701,222.0,False,False,19,False,
299,AI028,1,22,20260419,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,False,7,False,
300,AI029,1,29,20260420,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,264.0,False,False,13,False,
301,AI030,1,14,20260420,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,199.0,False,False,13,False,
302,AI031,1,20,20260420,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,186.0,False,False,13,False,
303,AI032,1,26,20260419,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.0,False,False,7,False,
304,AI033,1,28,20260419,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,False,False,5,False,
305,AI034,1,17,20260420,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,False,5,False,
306,AI035,1,20,20260417,2026-04-17 23:17:41.701,2026-04-18 00:48:41.701,91.0,True,True,23,False,
307,AI036,1,7,20260419,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,False,False,14,False,
308,AI037,4,6,20260419,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0,False,False,11,False,
309,AI038,1,25,20260420,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,279.0,False,False,11,False,
310,AI039,1,26,20260419,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,False,False,15,False,
311,AI040,1,21,20260418,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,101.0,False,False,21,False,
312,AI041,1,6,20260418,2026-04-18 14:08:41.701,2026-04-18 15:59:41.701,111.0,False,False,14,False,
313,AI042,1,13,20260418,2026-04-18 09:53:41.701,2026-04-18 10:57:41.701,64.0,False,False,9,False,
314,AI043,1,13,20260419,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,True,0,False,
315,AI044,4,26,20260420,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,False,False,9,False,
316,AI045,1,25,20260419,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,False,False,11,False,
317,AI046,4,17,20260419,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,False,False,5,False,
318,AI047,4,15,20260420,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,False,6,False,
319,AI048,1,13,20260420,2026-04-20 22:23:41.701,2026-04-21 02:15:41.701,232.0,True,True,22,False,
320,AI049,1,15,20260418,2026-04-18 13:35:41.701,2026-04-18 15:48:41.701,133.0,False,False,13,False,
321,AI050,1,1,20260418,2026-04-18 17:07:41.701,2026-04-18 19:42:41.701,155.0,False,False,17,False,
322,AI051,1,26,20260420,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,True,1,False,
323,AI052,1,15,20260417,2026-04-17 13:06:41.701,2026-04-17 15:42:41.701,156.0,False,False,13,False,
324,AI053,1,13,20260419,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,False,18,False,
325,AI054,1,23,20260418,2026-04-18 03:44:41.701,2026-04-18 08:10:41.701,266.0,False,True,3,False,
326,AI055,1,12,20260418,2026-04-18 14:39:41.701,2026-04-18 16:18:41.701,99.0,False,False,14,False,
327,AI056,1,20,20260420,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,235.0,False,False,13,False,
328,AI057,1,7,20260418,2026-04-18 15:53:41.701,2026-04-18 19:22:41.701,209.0,False,False,15,False,
329,AI058,1,7,20260420,2026-04-20 22:40:41.701,2026-04-21 00:18:41.701,98.0,True,True,22,False,
330,AI059,1,13,20260420,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,False,False,9,False,
331,AI060,1,19,20260420,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,113.0,False,False,21,False,
332,AI061,1,7,20260419,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,True,23,False,
333,AI062,1,29,20260420,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,False,6,False,
334,AI063,1,21,20260418,2026-04-18 07:03:41.701,2026-04-18 11:26:41.701,263.0,False,False,7,False,
335,AI064,1,5,20260417,2026-04-17 18:24:41.701,2026-04-17 20:07:41.701,103.0,False,False,18,False,
336,AI065,4,26,20260418,2026-04-18 00:09:41.701,2026-04-18 05:00:41.701,291.0,False,True,0,False,
337,AI066,1,25,20260417,2026-04-17 21:51:41.701,2026-04-18 00:11:41.701,140.0,True,False,21,False,
338,AI067,1,24,20260418,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,True,True,23,False,
339,AI068,1,6,20260420,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.0,False,True,2,False,
340,AI069,4,17,20260420,2026-04-20 22:43:41.702,2026-04-21 02:29:41.702,226.0,True,True,22,False,
341,AI070,1,13,20260419,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,99.0,False,True,0,False,
342,AI071,1,10,20260419,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,False,19,False,
343,AI072,1,2,20260420,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,58.0,False,False,15,False,
344,AI073,1,6,20260419,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,False,False,14,False,
345,AI074,1,12,20260418,2026-04-18 12:03:41.702,2026-04-18 12:50:41.702,47.0,False,False,12,False,
346,AI075,1,13,20260417,2026-04-17 13:51:41.702,2026-04-17 16:49:41.702,178.0,False,False,13,False,
347,AI076,1,1,20260419,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,False,False,15,False,
348,AI077,1,14,20260420,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,66.0,False,False,13,False,
349,AI078,1,17,20260420,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,False,False,8,False,
350,AI079,1,11,20260420,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,135.0,False,False,11,False,
351,AI080,1,9,20260420,2026-04-20 23:03:41.702,2026-04-21 00:35:41.702,92.0,True,True,23,False,
352,AI081,1,12,20260417,2026-04-17 21:03:41.702,2026-04-17 22:51:41.702,108.0,False,False,21,False,
353,AI082,1,18,20260420,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,True,3,False,
354,AI083,1,17,20260419,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,False,False,12,False,
355,AI084,1,9,20260420,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,False,8,False,
356,AI085,1,19,20260419,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,False,False,15,False,
357,AI086,1,14,20260419,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,False,False,7,False,
358,AI087,1,29,20260417,2026-04-17 16:32:41.702,2026-04-17 20:30:41.702,238.0,False,False,16,False,
359,AI088,4,29,20260420,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,False,6,False,
360,AI089,1,12,20260418,2026-04-18 04:05:41.702,2026-04-18 04:47:41.702,42.0,False,True,4,False,
361,AI090,1,28,20260418,2026-04-18 13:37:41.702,2026-04-18 16:11:41.702,154.0,False,False,13,False,
362,AI091,1,15,20260420,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,263.0,False,False,10,False,
363,AI092,1,12,20260418,2026-04-18 13:36:41.702,2026-04-18 16:20:41.702,164.0,False,False,13,False,
364,AI093,1,6,20260417,2026-04-17 12:35:41.702,2026-04-17 17:28:41.702,293.0,False,False,12,False,
365,AI094,1,16,20260420,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,60.0,False,False,14,False,
366,AI095,1,20,20260418,2026-04-18 05:00:41.702,2026-04-18 08:18:41.702,198.0,False,False,5,False,
367,AI096,1,13,20260419,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,False,21,False,
368,AI097,1,25,20260419,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,False,18,False,
369,AI098,1,25,20260419,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0,False,False,16,False,
370,AI099,1,1,20260418,2026-04-18 11:07:41.702,2026-04-18 13:29:41.702,142.0,False,False,11,False,
371,AI100,4,12,20260419,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0,False,False,14,False,
372,AI101,1,16,20260418,2026-04-18 23:20:41.702,2026-04-19 02:23:41.702,183.0,True,True,23,False,
373,AI102,1,11,20260420,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,True,0,False,
374,AI103,1,1,20260420,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,True,3,False,
375,AI104,1,30,20260418,2026-04-18 07:35:41.702,2026-04-18 09:20:41.702,105.0,False,False,7,False,
376,AI105,1,13,20260419,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,False,20,False,
377,AI106,1,21,20260419,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,False,True,2,False,
378,AI107,1,23,20260418,2026-04-18 10:03:41.702,2026-04-18 10:49:41.702,46.0,False,False,10,False,
379,AI108,1,2,20260419,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,False,21,False,
380,AI109,1,1,20260418,2026-04-18 15:53:41.702,2026-04-18 20:14:41.702,261.0,False,False,15,False,
381,AI110,1,7,20260419,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,False,17,False,
382,AI111,1,28,20260418,2026-04-18 07:40:41.702,2026-04-18 10:39:41.702,179.0,False,False,7,False,
383,AI112,1,16,20260420,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,True,4,False,
384,AI113,1,14,20260417,2026-04-17 21:21:41.702,2026-04-17 23:51:41.702,150.0,False,False,21,False,
385,AI114,1,13,20260418,2026-04-18 07:48:41.702,2026-04-18 09:03:41.702,75.0,False,False,7,False,
386,AI115,1,26,20260420,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,289.0,True,False,19,False,
387,AI116,1,12,20260418,2026-04-18 22:30:41.702,2026-04-19 01:57:41.702,207.0,True,True,22,False,
388,AI117,1,21,20260418,2026-04-18 08:18:41.702,2026-04-18 10:09:41.702,111.0,False,False,8,False,
389,AI118,1,25,20260417,2026-04-17 17:50:41.702,2026-04-17 19:59:41.702,129.0,False,False,17,False,
390,AI119,1,26,20260417,2026-04-17 13:15:41.702,2026-04-17 15:57:41.702,162.0,False,False,13,False,
391,AI120,1,28,20260419,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,False,False,12,False,
392,AI121,1,25,20260418,2026-04-18 02:42:41.702,2026-04-18 06:11:41.702,209.0,False,True,2,False,
393,AI122,1,7,20260419,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,False,18,False,
394,AI123,1,27,20260418,2026-04-18 22:19:41.702,2026-04-19 00:45:41.702,146.0,True,True,22,False,
395,AI124,1,14,20260417,2026-04-17 20:28:41.702,2026-04-18 00:00:41.702,212.0,True,False,20,False,
396,AI125,4,13,20260418,2026-04-18 01:12:41.702,2026-04-18 04:51:41.702,219.0,False,True,1,False,
397,AI126,1,30,20260417,2026-04-17 17:26:41.702,2026-04-17 20:48:41.702,202.0,False,False,17,False,
398,AI127,1,19,20260418,2026-04-18 10:37:41.702,2026-04-18 13:45:41.702,188.0,False,False,10,False,
399,AI128,4,7,20260420,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,False,6,False,
400,AI129,1,7,20260420,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,189.0,False,False,10,False,
401,AI130,1,6,20260418,2026-04-18 10:18:41.702,2026-04-18 12:59:41.702,161.0,False,False,10,False,
402,AI131,1,27,20260418,2026-04-18 19:55:41.702,2026-04-18 22:35:41.702,160.0,False,False,19,False,
403,AI132,1,1,20260420,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,129.0,False,False,19,False,
404,AI133,1,18,20260418,2026-04-18 19:12:41.702,2026-04-18 21:32:41.702,140.0,False,False,19,False,
405,AI134,1,22,20260419,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,False,True,0,False,
406,AI135,1,1,20260420,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,False,False,6,False,
407,AI136,1,3,20260418,2026-04-18 20:29:41.702,2026-04-18 23:48:41.702,199.0,False,False,20,False,
408,AI137,1,8,20260420,2026-04-20 22:49:41.702,2026-04-21 01:17:41.702,148.0,True,True,22,False,
409,AI138,1,18,20260419,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,False,False,5,False,
410,AI139,1,25,20260419,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,False,18,False,
411,AI140,1,8,20260420,2026-04-20 22:25:41.702,2026-04-21 02:08:41.702,223.0,True,True,22,False,
412,AI141,1,3,20260419,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,False,False,10,False,
413,AI142,1,8,20260417,2026-04-17 20:49:41.702,2026-04-17 23:03:41.702,134.0,False,False,20,False,
414,AI143,1,13,20260419,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,False,True,3,False,
415,AI144,1,27,20260418,2026-04-18 00:43:41.702,2026-04-18 03:36:41.702,173.0,False,True,0,False,
416,AI145,4,17,20260417,2026-04-17 17:06:41.702,2026-04-17 21:31:41.702,265.0,False,False,17,False,
417,AI146,1,3,20260420,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,186.0,False,False,10,False,
418,AI147,1,23,20260418,2026-04-18 18:14:41.703,2026-04-18 20:10:41.703,116.0,False,False,18,False,
419,AI148,1,25,20260419,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,False,False,5,False,
420,AI149,1,9,20260419,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,False,18,False,
421,AI150,1,8,20260420,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,True,3,False,
422,AI151,1,30,20260417,2026-04-17 13:14:41.703,2026-04-17 14:10:41.703,56.0,False,False,13,False,
423,AI152,1,2,20260417,2026-04-17 19:21:41.703,2026-04-17 20:26:41.703,65.0,False,False,19,False,
424,AI153,1,7,20260417,2026-04-17 15:02:41.703,2026-04-17 16:30:41.703,88.0,False,False,15,False,
425,AI154,1,25,20260417,2026-04-17 15:25:41.703,2026-04-17 19:16:41.703,231.0,False,False,15,False,
426,AI155,1,7,20260420,2026-04-20 23:35:41.703,2026-04-21 01:23:41.703,108.0,True,True,23,False,
427,AI156,1,12,20260418,2026-04-18 07:39:41.703,2026-04-18 09:22:41.703,103.0,False,False,7,False,
428,AI157,1,2,20260417,2026-04-17 22:45:41.703,2026-04-18 01:33:41.703,168.0,True,True,22,False,
429,AI158,1,13,20260420,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,False,6,False,
430,AI159,1,21,20260420,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,False,False,9,False,
431,AI160,1,29,20260417,2026-04-17 13:41:41.703,2026-04-17 17:01:41.703,200.0,False,False,13,False,
432,AI161,1,12,20260419,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,False,False,16,False,
433,AI162,1,29,20260417,2026-04-17 19:20:41.703,2026-04-17 22:40:41.703,200.0,False,False,19,False,
434,AI163,1,25,20260420,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,False,False,7,False,
435,AI164,1,16,20260420,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,True,3,False,
436,AI165,1,18,20260419,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,False,False,8,False,
437,AI166,1,7,20260418,2026-04-18 04:20:41.703,2026-04-18 07:23:41.703,183.0,False,True,4,False,
438,AI167,1,3,20260418,2026-04-18 06:43:41.703,2026-04-18 11:10:41.703,267.0,False,False,6,False,
439,AI168,4,18,20260419,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,270.0,False,False,15,False,
440,AI169,1,13,20260418,2026-04-18 21:21:41.703,2026-04-19 01:34:41.703,253.0,True,False,21,False,
441,AI170,1,24,20260418,2026-04-18 11:27:41.703,2026-04-18 15:50:41.703,263.0,False,False,11,False,
442,AI171,1,26,20260418,2026-04-18 10:51:41.703,2026-04-18 13:34:41.703,163.0,False,False,10,False,
443,AI172,1,7,20260417,2026-04-17 19:08:41.703,2026-04-17 19:53:41.703,45.0,False,False,19,False,
444,AI173,1,24,20260419,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,False,17,False,
445,AI174,1,18,20260417,2026-04-17 14:45:41.703,2026-04-17 17:01:41.703,136.0,False,False,14,False,
446,AI175,1,9,20260420,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,True,3,False,
447,AI176,1,3,20260419,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,False,True,4,False,
448,AI177,1,14,20260418,2026-04-18 14:11:41.703,2026-04-18 16:26:41.703,135.0,False,False,14,False,
449,AI178,1,11,20260420,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,59.0,False,False,13,False,
450,AI179,1,22,20260420,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,278.0,True,False,20,False,
451,AI180,1,7,20260419,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0,False,False,10,False,
452,AI181,1,30,20260419,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,False,False,13,False,
453,AI182,1,24,20260419,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,False,False,12,False,
454,AI183,1,18,20260418,2026-04-18 14:24:41.703,2026-04-18 16:06:41.703,102.0,False,False,14,False,
455,AI184,1,7,20260417,2026-04-17 15:03:41.703,2026-04-17 17:03:42.000,120.0,False,False,15,False,
456,AI185,1,12,20260418,2026-04-18 12:16:41.703,2026-04-18 16:18:41.703,242.0,False,False,12,False,
457,AI186,1,17,20260418,2026-04-18 11:11:41.703,2026-04-18 13:05:41.703,114.0,False,False,11,False,
458,AI187,1,4,20260417,2026-04-17 23:32:41.703,2026-04-18 01:16:41.703,104.0,True,True,23,False,
459,AI188,1,14,20260420,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,166.0,False,False,20,False,
460,AI189,1,13,20260420,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,True,3,False,
461,AI190,1,7,20260419,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,False,False,12,False,
462,AI191,1,5,20260418,2026-04-18 07:57:41.703,2026-04-18 11:58:41.703,241.0,False,False,7,False,
463,AI192,1,27,20260420,2026-04-20 23:05:41.703,2026-04-21 04:04:41.703,299.0,True,True,23,False,
464,AI193,1,30,20260419,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,False,False,11,False,
465,AI194,1,26,20260418,2026-04-18 05:09:41.703,2026-04-18 09:38:41.703,269.0,False,False,5,False,
466,AI195,1,15,20260418,2026-04-18 02:58:41.703,2026-04-18 04:57:41.703,119.0,False,True,2,False,
467,AI196,1,30,20260420,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,True,2,False,
468,AI197,1,7,20260418,2026-04-18 16:25:41.703,2026-04-18 20:00:41.703,215.0,False,False,16,False,
469,AI198,1,15,20260419,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,False,False,10,False,
470,AI199,1,24,20260417,2026-04-17 18:47:41.703,2026-04-17 22:26:41.703,219.0,False,False,18,False,
471,AI200,1,25,20260419,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0,False,True,2,False,
472,AI201,1,2,20260418,2026-04-18 15:19:41.703,2026-04-18 16:40:41.703,81.0,False,False,15,False,
473,AI202,1,21,20260419,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,False,False,8,False,
474,AI203,1,7,20260418,2026-04-18 00:09:41.703,2026-04-18 02:56:41.703,167.0,False,True,0,False,
475,AI204,1,15,20260418,2026-04-18 13:40:41.703,2026-04-18 18:38:41.703,298.0,False,False,13,False,
476,AI205,1,1,20260420,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,True,3,False,
477,AI206,1,15,20260419,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,False,False,16,False,
478,AI207,1,10,20260419,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,False,False,8,False,
479,AI208,1,1,20260420,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,False,False,8,False,
480,AI209,1,2,20260418,2026-04-18 17:25:41.703,2026-04-18 18:37:41.703,72.0,False,False,17,False,
481,AI210,1,1,20260417,2026-04-17 16:13:41.703,2026-04-17 18:50:41.703,157.0,False,False,16,False,
482,AI211,1,18,20260418,2026-04-18 23:34:41.703,2026-04-19 01:21:41.703,107.0,True,True,23,False,
483,AI212,1,18,20260417,2026-04-17 15:31:41.703,2026-04-17 20:13:41.703,282.0,False,False,15,False,
484,AI213,1,23,20260420,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,False,False,8,False,
485,AI214,1,13,20260417,2026-04-17 22:23:41.703,2026-04-18 02:49:41.703,266.0,True,True,22,False,
486,AI215,1,3,20260418,2026-04-18 12:07:41.703,2026-04-18 13:43:41.703,96.0,False,False,12,False,
